semaine_conf_interv;region5;tub;cat_au_det;nb_indiv_foy_agreg;nb_indiv_foy18_agreg;evol_nb_indiv;tranche_age;sexe;age_sexe;etude;sit_prof;csp_1;csp_quotas;csp_quotas7;indep_affil;nb_enf_mat;nb_enf_prim;nb_enf_col;nb_enf_lyc;nb_enf_ensup;nb_enf_agreg;niveau_vie;sit_prof_conf_net;sit_prof_conf.18_emploi_lt;sit_prof_conf.18_teleW;sit_prof_conf.18_enf;sit_prof_conf.18_chompart;sit_prof_conf.18_chomcomp;sit_prof_conf.18_rtt;sit_prof_conf.18_etud;sit_prof_conf.18_pasdact;sit_prof_conf.18_nsp;sit_prof_conf.18_arret;internet;quali_admin;quali_video;quali_jouer;quali_admin_conf;quali_video_conf;quali_jouer_conf;nb_ordi_agreg;nb_tab_agreg;nb_smartphone_agreg;nb_smartphone_wifi_agreg;nb_imp_scan_agreg;nb_console_agreg;usage_ordi;usage_tab;usage_smartphone;usage_smartphone_wifi;usage_imp_scan;usage_console;nvx_ordi;nvx_tab;nvx_smartphone;nvx_smartphone_wifi;nvx_imp_scan;nvx_console;source_nvx_ordi;source_nvx_tab;source_nvx_smartphone;source_nvx_smartphone_wifi;source_nvx_imp_scan;source_nvx_console;internaute;freq_email;freq_rs;freq_googler;freq_partaGinfo;Freq_jouer;Freq_video;do_courses;do_com_a_manger;do_soclariT;do_RDVmed;do_infoCOV;do_consult_doc;do_banq;do_CAF;do_CPAM;do_ANPE;capa_courses;capa_com_a_manger;capa_soclariT;capa_RDVmed;capa_infoCOV;capa_consult_doc;capa_banq;capa_CAF;capa_CPAM;capa_ANPE;diffi_CAF;diffi_CPAM;diffi_ANPE;num_renonce;aide_num_proche;aide_num_servass;aide_num_numvert;aide_num_renonce;aide_num_seul;aide_num_nc;improve_num;sans_int_1;sans_int_2;sans_int_3;sans_int_4;sans_int_5;sans_int_6;attest_covid;int_appli;inspi_appli;teleW;freq_visio;evol_visio;freq_msg_instant;evol_msg_instant;out_collab;evol_out_cllab;teleW_efficace;teleW_augm;teleW_priv_pub;teleW_continu;implic_scolariT;accomp_scolariT;accomp_scolariT_dist;rais_pas_accomp;PM_freq_conf_prof;PM_freq_conf_parent;PM_.freq_conf_orient;PM_freq_hc_prof;PM_freq_hc_parent;PM_freq_hc_orient;CL_freq_conf_prof;CL_freq_conf_parent;CL_.freq_conf_orient;CL_freq_hc_prof;CL_freq_hc_parent;CL_freq_hc_orient;PM_cours;PM_motiv;PM_eval;PM_visio;PM_jeux;PM_hc_cours;PM_hc_motiv;PM_hc_eval;PM_hc_visio;PM_hc_jeux;CL_cours;CL_motiv;CL_eval;CL_visio;CL_jeux;CL_hc_cours;CL_hc_motiv;CL_hc_eval;CL_hc_visio;CL_hc_jeux;contact_ens;diff_techno;diff_techno_det_abo;diff_techno_det_debit;diff_techno_det_absequi;diff_techno_det_diffequi;diff_techno_det_diffoutils;diff_techno_det_ress;diff_scol;diff_scol_det_absens;diff_scol_det_orgadom;diff_scol_det_langue;diff_scol_det_suivi;diff_scol_det_diffapp;diff_scol_det_demotiv;resol_diff;resol_diff_moy_contact_ens;resol_diff_moy_papier_ens;resol_diff_moy_equifournis;resol_diff_moy_entourage;resol_diff_moy_mediateurs;solid_fam;solid.fam_expl_impr;solid.fam_expl_voisin;solid.fam_expl_asso;solid.fam_expl_tech;solid.fam_expl_moral;solid_eleve;ress1_scolariT_libres;ress1_scolariT_rsn;ress1_scolariT_gafam;ress1_scolariT_visio;ress1_scolariT_edtech;ress1_scolariT_tvradio;ress1_scolariT_aucun;ress2_scolariT_educt;ress2_scolariT_ens;ress2_scolariT_soimeme;ress2_scolariT_enfant;ress2_scolariT_parent;ress2_scolariT_aucune;compet_num_scolariT;addict_som;delais_RS;delais_email;delais_actu;deconection;privi_act_ligne;peur_1;peur_2;peur_3;peur_4;poids_nat13
S6;se;5 - 50 000 a  99 999 habitants;111 : commune d'un grand pole;2;2;est reste stable;75 ans et plus;femme;femme - 75 ans et plus;brevet des colleges et en dessous;en retraite;autre sans activite professionnelle;retraite;retraite;;0;0;0;0;0;0;vous vous en sortez;pas d'activité;non;non;non;non;non;non;non;non;non;non;ne sait pas quelle connexion;bien;bien;bien;bien;bien;bien;1;0;0;2;0;0;usage exclusif (ou presque);;;usage exclusif (ou presque);;;non;;;non;;;;;;;;;oui mais que depuis le confinement;moins souvent;moins souvent;moins souvent;moins souvent;jamais;>5h;nc;nc;nc;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;nc;;;;vous savez le faire sans probleme;vous savez le faire sans probleme;;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;;;;;non ce n'est pas la raison;oui;non;non;non;non;non;non;;;;;;;vous la telechargez puis l'imprimez et/ou la photocopier ailleurs;nc (pas de smartphone;ne se prononce pas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;nc;nc;nc;non, jamais;jamais;plutot d'accord;pas du tout d'accord;pas du tout d'accord;autant connecte;2,549123388
S7;se;4 - 20 000 a  49 999 habitants;111 : commune d'un grand pole;1;1;est reste stable;30 a  44 ans;homme;homme - 30 a  44 ans;cap bep;en retraite;autre sans activite professionnelle;autre sans activite professionnelle;aucun;;0;0;0;0;0;0;vous trouvez la vie tres difficile;pas d'activité;;;;;;;;;;non;ne sait pas quelle connexion;moyenne;moyenne;moyenne;tres mal;tres mal;tres mal;0;0;0;1;0;0;;;;usage exclusif (ou presque);;;;;;non;;;;;;;;;non;;;;;;;;;;;;;;;;;nsp;nsp;nsp;nsp;nsp;nsp;nsp;nsp;nsp;nsp;;;;;non;non;non;non;non;non;;non c'est faux;nsp;nsp;nsp;nsp;nsp;redige manuellement ou decoupe dans le jourl;non;de la mefiance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tout a fait d'accord;tout a fait d'accord;plutot d'accord;moins connecte;4,778647104
S7;se;7 - plus de 200 000 habitants;111 : commune d'un grand pole;3;2;est reste stable;45 a  59 ans;femme;femme - 45 a  59 ans;bac +3/4;en emploi;cadres et professions intellectuelles superieures professions liberales;cadres et professions intellectuelles superieures professions liberales;cadres;;0;0;0;0;0;0;vous avez une vie confortable;en emploi en télétravail;non;non;non;oui;non;non;non;non;non;non;ne sait pas quelle connexion;bien;bien;bien;bien;bien;mal;2;1;0;2;1;1;usage exclusif (ou presque);n'utilise pas;;usage exclusif (ou presque);usage exclusif (ou presque);n'utilise pas;non;non;;non;non;non;;;;;;;oui;connecte en permanence;connecte en permanence;connecte en permanence;jamais ou pas concerne par cette tache;jamais;de 3 a 5h;fait avec le numerique mais le faisait deja;nc;;fait avec le numerique mais le faisait deja;nc;ne le fait toujours pas avec le numérique;fait avec le numerique mais le faisait deja;nc;ne le fait toujours pas avec le numérique;nc;nsp;;nsp;nsp;;nsp;nsp;;nsp;;;;;non ce n'est pas la raison;non;oui;non;non;non;oui;non;;;;;;;vous avez l'application sur votre smartphone;non;de la mefiance;plusieurs fois par mois;plusieurs fois par semaine;augmente;jamais;;jamais;;aussi efficace;autant de travail;plutot;plusieurs fois par mois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;plus d'une heure;plus d'une heure;plus d'une heure;non, jamais;jamais;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;autant connecte;0,820435204
S7;se;7 - plus de 200 000 habitants;111 : commune d'un grand pole;4;3;a augmente d'1 personne;45 a  59 ans;femme;femme - 45 a  59 ans;bac +5 et plus;en emploi;cadres et professions intellectuelles superieures professions liberales;cadres et professions intellectuelles superieures professions liberales;cadres;;0;0;0;0;0;1;vous avez une vie confortable;en emploi en télétravail;non;non;non;non;non;non;oui;oui;non;non;haut debit adsl;bien;bien;bien;moyenne;moyenne;moyenne;4+;0;1;3;2;0;usage exclusif (ou presque);;usage exclusif (ou presque);usage exclusif (ou presque);usage exclusif (ou presque);;non;;non;non;non;;;;;;;;oui;plusieurs fois par jour;plusieurs fois par jour;plusieurs fois par jour;plusieurs fois par jour;jamais;< 1h;ne le fait toujours pas avec le numérique;a renonce a le faire avec le numerique;fait avec le numerique et c'est nouveau;fait avec le numerique mais le faisait deja;fait avec le numerique et c'est nouveau;fait avec le numerique et c'est nouveau;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;;vous eprouvez des difficultes;;;;;non ce n'est pas la raison;oui;oui;non;non;oui;oui;oui;;;;;;;vous avez l'application sur votre smartphone;non;ne se prononce pas;jamais;plusieurs fois par semaine;augmente;plusieurs fois par semaine;augmente;jamais;;moins efficace;moins de travail;plutot pas;plusieurs fois par mois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;plus d'une heure;plus d'une heure;plus d'une heure;oui, toute une journee et plus;jamais;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;plus connecte;0,820435204
S6;ne;4 - 20 000 a  49 999 habitants;111 : commune d'un grand pole;1;1;est reste stable;30 a  44 ans;homme;homme - 30 a  44 ans;brevet des colleges et en dessous;en emploi;employes;employes;employes;;0;0;0;0;0;0;vous avez une vie confortable;chomage partiel du au confinement;;;;;;;;;;non;pas de connexion internet;;;;;;;0;0;1;0;0;0;;;usage exclusif (ou presque);;;;;;non;;;;;;;;;;non;;;;;;;;;;;;;;;;;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;;;;;non;non;non;non;non;non;;oui c'est un peu vrai;oui c'est un peu vrai;non c'est faux;non c'est faux;non c'est faux;non c'est faux;redige manuellement ou decoupe dans le jourl;nc (pas de smartphone;ne se prononce pas;jamais;jamais;;jamais;;jamais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;moins connecte;2,341673104
S7;se;0 - rurale;112 : commune appartent a  la couronne d'un grand pole;3;3;est reste stable;18 a  29 ans;homme;homme - 18 a  29 ans;cap bep;en emploi;employes;employes;employes;;0;0;0;0;0;0;vous avez une vie confortable;en emploi sur lieu de travail;oui;non;non;oui;non;non;non;non;non;non;haut debit adsl;bien;bien;bien;bien;bien;bien;3;0;0;3;1;1;n'utilise pas;;;usage exclusif (ou presque);partage et pas de probleme;usage exclusif (ou presque);non;;;non;non;non;;;;;;;oui;plusieurs fois par jour;plusieurs fois par jour;plusieurs fois par jour;plusieurs fois par jour;de 1 à 3h;de 1 a 3h;nc;nc;;fait avec le numerique et c'est nouveau;fait avec le numerique et c'est nouveau;fait avec le numerique et c'est nouveau;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;;;;;;;;;;;;;;non ce n'est pas la raison;non;non;non;non;non;non;non;;;;;;;vous la telechargez puis l'imprimez chez vous;nsp;ne se prononce pas;jamais;jamais;;jamais;;jamais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tres souvent;moins d'une minute;plus d'une heure;plus d'une heure;non, jamais;souvent;pas du tout d'accord;plutot d'accord;tout a fait d'accord;plus connecte;3,208557104
S7;se;2 - 5 000 a  9 999 habitants;221 : commune appartent a  un petit pole;2;2;est reste stable;60 a  74 ans;femme;femme - 60 a  74 ans;sans diplome;autre sans activite professionnelle;employes;employes;employes;;0;0;0;0;0;0;vous vous en sortez;chomage complet du au confinement;non;non;non;non;oui;non;non;non;non;non;haut debit adsl;bien;bien;bien;moyenne;moyenne;moyenne;0;0;0;2;0;0;;;;usage exclusif (ou presque);;;;;;non;;;;;;;;;oui;connecte en permanence;connecte en permanence;connecte en permanence;connecte en permanence;de 1 à 3h;de 3 a 5h;a renonce a le faire avec le numerique;a renonce a le faire avec le numerique;;ne le fait toujours pas avec le numérique;ne le fait toujours pas avec le numérique;fait avec le numerique mais le faisait deja;ne le fait toujours pas avec le numérique;ne le fait toujours pas avec le numérique;nc;nc;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;;;;;;non ce n'est pas la raison;oui;non;non;non;non;non;non;;;;;;;vous avez l'application sur votre smartphone;non;de la mefiance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rarement;30 a 60 minutes;plus d'une heure;plus d'une heure;oui, moins d'une fois par jour;jamais;plutot d'accord;plutot d'accord;plutot d'accord;moins connecte;1,091590104
S7;se;1 - 2 000 a  4 999 habitants;221 : commune appartent a  un petit pole;3;3;est reste stable;18 a  29 ans;homme;homme - 18 a  29 ans;cap bep;en emploi;ouvriers;ouvriers;ouvriers;;0;0;0;0;0;0;vous avez une vie confortable;en emploi sur lieu de travail;oui;non;non;oui;non;non;non;non;non;non;haut debit adsl;mal;mal;mal;mal;mal;mal;1;1;0;3;1;2;usage exclusif (ou presque);n'utilise pas;;usage exclusif (ou presque);partage et pas de probleme;partage et pas de probleme;oui, le precedent ne fonctionit plus ou mal;non;;non;non;non;achat neuf;;;;;;oui;tous les jours ou presque;plusieurs fois par jour;plusieurs fois par jour;jamais ou pas concerne par cette tache;< 1h;de 1 a 3h;nc;nc;;ne le fait toujours pas avec le numérique;fait avec le numerique et c'est nouveau;nc;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;;;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;;vous savez le faire sans probleme;;vous savez le faire sans probleme;vous savez le faire sans probleme;;;;non ce n'est pas la raison;non;non;non;non;oui;non;non;;;;;;;vous la telechargez puis l'imprimez chez vous;non;de l'espoir;jamais;jamais;;jamais;;jamais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;plus d'une heure;plus d'une heure;plus d'une heure;non, jamais;jamais;tout a fait d'accord;plutot d'accord;plutot d'accord;moins connecte;4,510649938
S6;se;7 - plus de 200 000 habitants;111 : commune d'un grand pole;2;2;est reste stable;45 a  59 ans;homme;homme - 45 a  59 ans;cap bep;refus de repondre;autre sans activite professionnelle;autre sans activite professionnelle;aucun;;0;0;0;0;0;0;vous vous en sortez;pas d'activité;non;non;non;non;non;non;non;non;non;non;haut debit adsl;moyenne;moyenne;moyenne;mal;mal;moyenne;0;0;0;2;0;0;;;;usage exclusif (ou presque);;;;;;non;;;;;;;;;non;;;;;;;;;;;;;;;;;nsp;nsp;nsp;nsp;nsp;nsp;nsp;nsp;nsp;nsp;;;;;non;non;non;non;non;non;;non c'est faux;non c'est faux;non c'est faux;oui c'est un peu vrai;non c'est faux;non c'est faux;redige manuellement ou decoupe dans le jourl;non;de la mefiance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plutot d'accord;plutot d'accord;plutot pas d'accord;autant connecte;1,938523104
S6;se;0 - rurale;300 : autre commune multipolarisee;2;2;est reste stable;60 a  74 ans;homme;homme - 60 a  74 ans;bac brevet professionnel ou equivalent;en retraite;artisans commercants chefs d'entreprise;retraite;retraite;;0;0;0;0;0;0;vous vous en sortez;pas d'activité;non;non;non;non;non;non;non;oui;non;non;haut debit adsl;tres bien;tres bien;ne sait pas ou non concerne;bien;tres bien;ne sait pas ou non concerne;3;2;0;2;1;0;usage exclusif (ou presque);usage exclusif (ou presque);;usage exclusif (ou presque);usage exclusif (ou presque);;non;non;;non;non;;;;;;;;oui;tous les jours ou presque;jamais ou pas concerne par cette tache;tous les jours ou presque;jamais ou pas concerne par cette tache;jamais;>5h;fait avec le numerique et c'est nouveau;nc;nc;fait avec le numerique mais le faisait deja;fait avec le numerique et c'est nouveau;nc;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;nsp;;;nsp;nsp;;nsp;nsp;nsp;nsp;;;;non ce n'est pas la raison;non;non;non;non;non;oui;non;;;;;;;vous la telechargez puis l'imprimez chez vous;nsp;de la mefiance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;souvent;nc;moins d'une minute;plus d'une heure;non, jamais;jamais;plutot pas d'accord;plutot d'accord;plutot d'accord;plus connecte;1,493927104
S6;se;7 - plus de 200 000 habitants;111 : commune d'un grand pole;2;2;est reste stable;75 ans et plus;homme;homme - 75 ans et plus;bac brevet professionnel ou equivalent;en retraite;autre sans activite professionnelle;retraite;retraite;;0;0;0;0;0;0;vous avez une vie confortable;pas d'activité;non;non;non;non;non;non;non;oui;non;non;tres haut debit fibre optique;tres bien;bien;ne sait pas ou non concerne;bien;bien;ne sait pas ou non concerne;2;0;0;2;1;0;partage et pas de probleme;;;usage exclusif (ou presque);partage et pas de probleme;;non;;;non;non;;;;;;;;oui;au moins une fois par semaine;jamais ou pas concerne par cette tache;au moins une fois par semaine;jamais ou pas concerne par cette tache;< 1h;de 1 a 3h;a renonce a le faire avec le numerique;nc;nc;nc;nc;nc;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;vous eprouvez des difficultes;;;;;;vous eprouvez des difficultes;;vous eprouvez des difficultes;;;;;non ce n'est pas la raison;oui;non;non;non;non;non;non;;;;;;;vous la telechargez puis l'imprimez chez vous;non;de la mefiance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;nc;plus d'une heure;nc;non, jamais;jamais;tout a fait d'accord;plutot pas d'accord;plutot d'accord;autant connecte;1,249245104
S7;se;5 - 50 000 a  99 999 habitants;111 : commune d'un grand pole;4;3;est reste stable;30 a  44 ans;femme;femme - 30 a  44 ans;cap bep;en emploi;ouvriers;ouvriers;ouvriers;;0;0;0;0;0;0;vous avez une vie confortable;en emploi sur lieu de travail;non;non;non;oui;non;non;non;non;non;non;4g;;;;;;;0;0;0;4+;0;1;;;;usage exclusif (ou presque);;n'utilise pas;;;;non;;non;;;;;;;oui;jamais ou pas concerne par cette tache;au moins une fois par semaine;jamais ou pas concerne par cette tache;jamais ou pas concerne par cette tache;jamais;< 1h;ne le fait toujours pas avec le numérique;nc;;ne le fait toujours pas avec le numérique;nc;ne le fait toujours pas avec le numérique;ne le fait toujours pas avec le numérique;ne le fait toujours pas avec le numérique;ne le fait toujours pas avec le numérique;nc;vous savez le faire sans probleme;;vous savez le faire sans probleme;vous savez le faire sans probleme;;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;vous savez le faire sans probleme;;;;;non ce n'est pas la raison;oui;non;non;non;non;non;non;;;;;;;vous avez recupere des attestations deja  imprimees;non;de l'espoir;jamais;jamais;;jamais;;jamais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;nc;nc;nc;non, jamais;jamais;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;autant connecte;3,961574104
S8;se;1 - 2 000 a  4 999 habitants;112 : commune appartent a  la couronne d'un grand pole;3;3;est reste stable;45 a  59 ans;homme;homme - 45 a  59 ans;bac +1/+2;en emploi;employes;employes;employes;;0;0;0;0;0;0;vous vous en sortez;en emploi en télétravail;oui;non;non;non;non;non;non;oui;non;non;haut debit adsl;bien;bien;ne sait pas ou non concerne;bien;bien;moyenne;2;0;0;4+;1;1;usage exclusif (ou presque);;;usage exclusif (ou presque);usage exclusif (ou presque);partage et pas de probleme;oui, pas suffisamment pour le foyer;;;non;non;non;pret entreprise;;;;;;oui;connecte en permanence;au moins une fois par semaine;moins souvent;jamais ou pas concerne par cette tache;jamais;jamais;nc;nc;;fait avec le numerique mais le faisait deja;nc;nc;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;;;;;;;;;;;;;;non ce n'est pas la raison;non;non;non;non;oui;non;oui;;;;;;;vous la telechargez puis l'imprimez chez vous;oui;de l'espoir;plusieurs fois par mois;tous les jours;augmente;tous les jours;augmente;tous les jours;stable;plus efficace;plus de travail;tout a fait;toutes les semaines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;30 a 60 minutes;30 a 60 minutes;nc;oui, moins d'une fois par jour;jamais;plutot d'accord;plutot d'accord;plutot d'accord;plus connecte;1,381730602
S7;se;7 - plus de 200 000 habitants;111 : commune d'un grand pole;1;1;est reste stable;75 ans et plus;femme;femme - 75 ans et plus;brevet des colleges et en dessous;en retraite;autre sans activite professionnelle;retraite;retraite;;0;0;0;0;0;0;vous vous en sortez;pas d'activité;;;;;;;;;;non;ne sait pas quelle connexion;bien;bien;ne sait pas ou non concerne;bien;bien;ne sait pas ou non concerne;1;0;0;0;1;0;usage exclusif (ou presque);;;;usage exclusif (ou presque);;non;;;;non;;;;;;;;oui;tous les jours ou presque;jamais ou pas concerne par cette tache;tous les jours ou presque;jamais ou pas concerne par cette tache;jamais;de 3 a 5h;fait avec le numerique mais le faisait deja;nc;;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;nc;nc;nc;fait avec le numerique mais le faisait deja;nc;vous eprouvez des difficultes;;vous eprouvez des difficultes;vous eprouvez des difficultes;vous eprouvez des difficultes;;;;vous eprouvez des difficultes;;;;;non ce n'est pas la raison;oui;non;non;non;non;non;non;;;;;;;vous la telechargez puis l'imprimez chez vous;nc (pas de smartphone;ne se prononce pas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jamais;plus d'une heure;plus d'une heure;plus d'une heure;oui, toute une journee et plus;jamais;plutot d'accord;plutot d'accord;plutot d'accord;moins connecte;1,268428104
S7;se;7 - plus de 200 000 habitants;111 : commune d'un grand pole;3;3;est reste stable;18 a  29 ans;homme;homme - 18 a  29 ans;bac +3/4;en emploi;cadres et professions intellectuelles superieures professions liberales;cadres et professions intellectuelles superieures professions liberales;cadres;;0;0;0;0;0;0;vous avez une vie confortable;chomage partiel du au confinement;non;oui;non;non;non;non;non;non;non;non;tres haut debit fibre optique;bien;ne sait pas ou non concerne;bien;bien;ne sait pas ou non concerne;bien;3;0;0;3;1;0;usage exclusif (ou presque);;;usage exclusif (ou presque);partage et pas de probleme;;non;;;non;non;;;;;;;;oui;connecte en permanence;connecte en permanence;plusieurs fois par jour;jamais ou pas concerne par cette tache;plus rarement;jamais;nc;nc;;nc;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;;;vous savez le faire sans probleme;;vous savez le faire sans probleme;;vous savez le faire sans probleme;;vous savez le faire sans probleme;;;;;non ce n'est pas la raison;non;non;non;non;non;oui;non;;;;;;;vous la telechargez puis l'imprimez chez vous;nsp;de la mefiance;jamais;jamais;;jamais;;jamais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;souvent;30 a 60 minutes;30 a 60 minutes;plus d'une heure;non, jamais;souvent;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plus connecte;3,748393104
S6;ne;0 - rurale;120 : commune multipolarisee des grandes aires urbaines;3;2;a diminue d'1 personne;30 a  44 ans;femme;femme - 30 a  44 ans;cap bep;en emploi;ouvriers;ouvriers;ouvriers;;0;0;0;1;0;1;vous vous en sortez;en emploi sur lieu de travail;non;non;non;non;non;non;non;non;non;non;ne sait pas quelle connexion;tres bien;moyenne;tres bien;tres bien;moyenne;tres bien;3;0;0;2;1;0;usage exclusif (ou presque);;;usage exclusif (ou presque);n'utilise pas;;non;;;non;non;;;;;;;;oui;connecte en permanence;jamais ou pas concerne par cette tache;jamais ou pas concerne par cette tache;jamais ou pas concerne par cette tache;jamais;de 3 a 5h;nc;nc;nc;nc;fait avec le numerique et c'est nouveau;fait avec le numerique mais le faisait deja;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;;;;;nsp;nsp;nsp;;nsp;;;;;non ce n'est pas la raison;non;non;non;non;oui;non;non;;;;;;;redige manuellement ou decoupe dans le jourl;non;ne se prononce pas;jamais;jamais;;jamais;;jamais;;;;;;non;autonome;oui;pas le temps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;non;;;;;;;non;;;;;;;;;;;;;non;;;;;;;non;non;non;non;non;non;non;non;non;non;non;non;non;;jamais;nc;10 a 29 minutes;nc;non, jamais;rarement;plutot pas d'accord;plutot d'accord;plutot d'accord;autant connecte;2,379542104
S7;ne;2 - 5 000 a  9 999 habitants;112 : commune appartent a  la couronne d'un grand pole;3;2;est reste stable;45 a  59 ans;femme;femme - 45 a  59 ans;bac +1/+2;en emploi;professions intermediaires;professions intermediaires;prof interm;;0;1;0;0;0;1;vous vous en sortez;en emploi sur lieu de travail;non;oui;non;non;non;non;non;non;non;non;haut debit adsl;moyenne;moyenne;moyenne;mal;mal;mal;4+;1;0;2;2;1;usage exclusif (ou presque);usage exclusif (ou presque);;usage exclusif (ou presque);usage exclusif (ou presque);n'utilise pas;non;non;;non;non;non;;;;;;;oui;connecte en permanence;connecte en permanence;connecte en permanence;connecte en permanence;de 1 à 3h;>5h;fait avec le numerique mais le faisait deja;nc;fait avec le numerique et c'est nouveau;nc;nc;ne le fait toujours pas avec le numérique;fait avec le numerique mais le faisait deja;nc;fait avec le numerique mais le faisait deja;nc;nsp;;nsp;;;nsp;nsp;;nsp;;;;;non ce n'est pas la raison;oui;non;non;non;non;non;non;;;;;;;vous la telechargez puis l'imprimez chez vous;non;ne se prononce pas;jamais;jamais;;jamais;;jamais;;;;;;oui mais pas le referent principal;mere;non;;habituel;jamais;jamais;oui;;;;;;;;;propose par l'enseignt et utilise par l'enfant;propose par l'enseignt et utilise par l'enfant;propose par l'enseignt et utilise par l'enfant;propose par l'enseignt et utilise par l'enfant;propose par l'enseignt et utilise par l'enfant;oui;non;oui;non;non;;;;;;;;;;;oui;non;;;;;;;non;;;;;;;;;;;;;non;;;;;;;non;non;oui;non;non;non;non;non;oui;oui;non;non;non;;jamais;plus d'une heure;plus d'une heure;plus d'une heure;non, jamais;rarement;plutot pas d'accord;plutot d'accord;plutot d'accord;plus connecte;4,425690633
